attr,price,title,link,postbody,location,postdate
"
           1988 VW westfalia
   
           fuel: gas
           odometer: 197085
           title status: clean
           transmission: automatic
   ",13000,1984 VW Westfalia Wolfsburg,http://sfbay.craigslist.org//sfc/cto/5812845941.html,"
1984 VW Westfalia Wolfsburg edition. 

Automatic 
watercooled
197,085 miles
Auxiliary battery 
Connected Flood Lights (so amazingly bright!)
Stove, Fridge and water pump works!
Pop top Canvas in great condition 
Great vehicle for every day or weekend trips. 

What needs some love:
the defrost fan seized and needs to be replaced. I got quoted $500 for install. 
the right rear bumper has a dent 
minor rust
small table in between driver passenger seat never came with this van when i purchased

His name is Otis..he's been the best vehicle. great for in town driving or heading off to the woods. I am in school full time and busy with life and unfortunately need to move on. 

please contact me with any further questions    ", (Bend),2016-10-04T11:42:12-0700
"
           2008 Honda Element
   
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 113600
           paint color: grey
           size: mid-size
           title status: clean
           transmission: automatic
           type: SUV
   ",10100,2008 Honda Element EX,http://sfbay.craigslist.org//sfc/cto/5812846063.html,"
2008 Honda Element EX, 2WD in excellent condition.  Clean, smooth and dependable.  2nd owner with service records.

Features:

Automatic 5-speed with over drive
113,600 miles
Charcoal grey
New front and rear brakes
New battery
Yokohama tires
2.4 Liter * four cylinder * 166 hp
Front wheel drive
Cruise control
Clean title
Well maintained
4 seats and 4 doors
Power windows and doors
Floor mats
Roof rack
XM Satelite am/fm radio with cd player

$10,100 

Call Pat 
 show contact info

    ", (Sacramento),2016-10-04T11:42:16-0700
"
           2000 integra gsr
   
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 132
           paint color: black
           title status: clean
           transmission: manual
   ",4800,2000 acura integra gsr gs-R jdm,http://sfbay.craigslist.org//sfc/cto/5773071911.html,"
132k miles
2nd owner
clean title
no accidents
vtec works amazing
5 speed manual 
type r lip
lowered on coils
new tires in front
straight body
9/10 exterior 
9.5/10 interior
nothing wrong, runs and drives amazing
everything works
ac/heat radio cd work great!
very clean integra compared to others ones I've seen!
title n smog in hand!


4800$$$ ! NO TRADES!!!
    ", (sacramento),2016-09-08T19:20:14-0700
"
           2010 honda civic
   
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           paint color: grey
           size: compact
           title status: clean
           transmission: automatic
           type: sedan
   ",2500,2010 Honda Civic 108 k miles,http://sfbay.craigslist.org//sfc/cto/5812848967.html,"
2010 Honda Civic ,108,162 miles ! ! on it , good condition no problems at all. clean smoke and pet free. If interested call
 show contact info
    ",,2016-10-04T11:43:47-0700
"
           2003 Buick Regal
   
           condition: good
           cylinders: 6 cylinders
           drive: fwd
           fuel: gas
           odometer: 158
           paint color: blue
           size: mid-size
           title status: clean
           transmission: automatic
           type: sedan
   ",1900,2003 Buick Regal LS,http://sfbay.craigslist.org//sfc/cto/5812849359.html,"
Meet Shelly.

The car drives perfectly, runs hella smooth for how old it is .

It's time for a car thats saves a bit more gas.

I'm asking $1900. She has a little less than 158k miles on her

PROS: Recently updated tags, Sept 2017, New Tinted Windows (5% rear, 35% front), New Battery, New Radiator, New Wheel bearings, New Water Pump, Recent Oil Change, New Transmission pan & Fluid change, and Total Brake job (rotors & pads front only), Wheel Alignment, I have receipts for EVERY & ALL maintenance.

CONS: Needs Tie Rods, Has Faded hood paint, No Heat (but I do have the heater core because I was going to have it installed, but don't have the time nor money)

I'm in both Hayward & San Francisco equally. 

1901 Harder Rd. Hayward, CA     OR

762 Fulton St. San Francisco, CA

You travel to me only! Unless I'm close

CALL , TEXT , EMAIL .    ",,2016-10-04T11:44:00-0700
"
           2008 HARLEY
   
           condition: excellent
           cylinders: other
           fuel: gas
           paint color: orange
           title status: clean
           transmission: other
   ",14000,08 ROADGLIDE LOOKING TO TRADE FOR NICE CAR,http://sfbay.craigslist.org//sfc/cto/5798431026.html,"
08 ROADGLIDE WITH A QUICK RELEASE TOUR PAK, AM-FM-CD-PLAYER; SLIP ON THUNDERHEADER. 14IN MEATHOOKS HANDLEBARS,  SUPER CLEAN BIKE LOOKING FOR A NICE SPORTY CAR AND NOT A $5000 CAR ETHER MUST BE WORTH AS MY BIKE ASKING $14.000 MY NUMBER IS 
 show contact info
I AM IN RANCHO CORDOVA. TEXT ME PICS BEFORE YOU CALL ARE TEXT.    ", (downtown / civic / van ness),2016-09-25T09:16:19-0700
"
           2005 any
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",2500,What is up with phony car/truck posts?,http://sfbay.craigslist.org//sfc/cto/5790844818.html,"
Tired of seeing these newer vehicles posted asking $2500 ridiculous. Who is the poster kidding? Time wasters    ", (san francisco),2016-09-20T11:37:54-0700
"
           2008 Jeep Commander
   
           condition: good
           cylinders: 6 cylinders
           drive: 4wd
           fuel: gas
           odometer: 140500
           paint color: red
           size: full-size
           title status: lien
           transmission: automatic
           type: SUV
   ",7500,2008 Jeep Commander + free parking through October 31st,http://sfbay.craigslist.org//sfc/cto/5812739069.html,"
The largest model of Jeep ever made, and the last model year ever made. Seats 7!!!

140k miles, still runs great due to excellent maintenance and running full synthetic it's whole life
Leather tan colored interior (Jeep's Rocky Mountain Package)

+ 4WD and tired with 50%+ life left
+ rear air conditioning
+ power sunroof
+ dual power seats
+ premium Boston sound and aux port for phone plugin
+ ignition recall work already completed
+ WeatherTec laser measured floor liners (front seats)
+ former owner was a dealership owner = impeccable maintenance and I've only driven highway miles on it
+ air conditioning was just recharged, so it is ice cold
+ third row seating, 2nd and 3rd row fold flat

- parking sensors don't work
- front bumper loose
- rear bumper cracked and loose

I've owned the vehicle for about a year. I'm only selling it becuase I don't need one in the city. I'm a transplant from Michigan.

There is a lien on the vehicle. We will need to meet at the bank to pay off and transfer the title.
    ", (tenderloin),2016-10-04T10:47:27-0700
"
           2003 Lexus Es300
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",4900,2003 Lexus Es300,http://sfbay.craigslist.org//sfc/cto/5812658600.html,"
2003 Lexus Es300 original owners has always been reliable family transportation. Inside and out nice shape. V6 with 118k highway miles. Free of any dents and has nice paint, leather interior with nice wood grain fully loaded premium wheels,sunroof,6 disc changer etc. Just passed smog last week and is currently registered Til May 2017 plates. Very dependable has no leaks or service lights. Good tires ready for winter time. Will not be disappointed $4900 
 show contact info
    ", (downtown / civic / van ness),2016-10-04T10:07:02-0700
"
           1979 Datsun B210
   
           fuel: gas
           odometer: 67000
           title status: clean
           transmission: automatic
   ",2500,"B210 Datsun clean title,reliable, cheap to fix, lo",http://sfbay.craigslist.org//sfc/cto/5812856977.html,"
This car is as reliable as a Toyota or Honda and even cheaper to fix!
All the parts are original and engine is in prestine condition. 67000 miles and runs amazing also 

P.S The car is located in Sacramento

Feel free to text or call (text preferred)


 show contact info
    ", (financial district),2016-10-04T11:48:00-0700
"
           2000 jeep grand cherokee
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",3500,2000 Jeep Grand Cherokee Loredo strait 6 4.0 4WD,http://sfbay.craigslist.org//sfc/cto/5812859281.html,"
Hello CL,

I am selling my 2000 Jeep Grand Cherokee Laredo Strait 6 4.0 4WD for only 3,500
This car is in excellent condition and contains the following:
-140k miles shown on odometer
-Engine only has10k miles on it
-This car needs nothing--just turn key and go
-Registration is current
-Smog provided
-Exterior color is gold 
-Interior has upholstery which also includes seat covers (seats look brand new-no rips or stains) interior looks brand new except for the driver side door(pic included)
-Viper car alarm
-KEYLESS ENTRY
-Tinted windows
-Great stereo system with Bluetooth connectivity 

If interested please CALL ONLY--(TEXT OR EMAILS WILL BE IGNORED)

My name is Frank and you can reach me at #
 show contact info


Thanks and have a great day    ",,2016-10-04T11:49:11-0700
"
           1998 bmw m3
   
           VIN: WBSBK9330WEC42498
           condition: excellent
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           odometer: 129402
           paint color: black
           size: compact
           title status: clean
           transmission: manual
           type: convertible
   ",7500,1998 BMW M3 CONVERTIBLE FOR SALE,http://sfbay.craigslist.org//sfc/cto/5781543713.html,"
Im selling my 1998 bmw m3 convertible. Cosmos black on dove grey. clean title. 129k miles. Selling for $7500 obo
Car fax in hand.  mileage will increase as is a daily driver

the good:
-brand new fully functioning top installed by franzini bros. in Novato in Dec. 2014. $2453.50
-front seats, rear headrests and center console recovered in nappa leather by Franzini bros in May 2013 $3084.89
-full service history totaling over 14k in service and repairs in the last 5 years. 
-heated seats
-manual transmission
-no oil leaks 
-no coolant leaks
-recent oil service done 8/23/2016
-everything functioning as designed other than what is described below.

the not so good:
-front passenger seat doesn't recline.
-small imperfections and door dings in paint. 
-rear seat bench needs to be reupholstered.
-on board computer pixels are missing
-hood struts have failed. 

All in all this is a honest car that only needs small things to make it perfect. Feel free to call or text for more information. 415 8zero2 4574
    ", (sunset / parkside),2016-09-14T10:50:53-0700
"
           2012 Chevrolet Camaro SS
   
           fuel: gas
           odometer: 38000
           title status: clean
           transmission: automatic
   ",22000,2012 Camaro SS,http://sfbay.craigslist.org//sfc/cto/5812862558.html,"
- 2012 Chevrolet Camaro 2SS 6.2L V8 - Fully Loaded
- Extremely clean. Car is in excellent condition.
- 38K miles
- CLEAN TITLE, NO ACCIDENTS, always garaged, serviced on time, Black exterior, Black leather interior.
- This car is FULLY LOADED with 2SS SPORT PACKAGE, RS- LIGHTING PACKAGE.
- Brembo brakes, leather seats, remote start, heated seats, Heads-Up Display (HUD), rear view camera, backup sensors +more.

Upgrades: 
- 20"" Foose Legend Wheels
- Flowmaster American Thunder Exhaust
- K&N Cold Air Intake
- Window Tints

- Call/Text: 
 show contact info

- $22,000 firm
- PRICED FOR QUICK SALE 
- SERIOUS BUYERS ONLY    ", (Los Angeles),2016-10-04T11:50:51-0700
"
           1956 F100
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",14500,1956 Ford F100,http://sfbay.craigslist.org//sfc/cto/5812867240.html,"
1956 F100 short bed.

0 Miles on professionally built 460
Completely fresh components top to bottom. 
Sanderson headers.
Heidts Super ride 2 IFS with Coil over shocks 
-9"" rear/ C6
-power rack and pinion
-power brakes
-Cadillac tilt/telescoping column

-aluminum radiator
All steel. tilt front end. 
one piece side window glass kit 
needs the finishing touches. was on the road before the rebuild, drove like a dream.

$14,500 obo
209 352-669nine
. clean title located in 95383. Ca. 


Classic, Ford, Hot Rod, Street Rod, Rat Rod, Custom, F100, 1953,1954,1955, 1956, Investment,    ",,2016-10-04T11:53:17-0700
